split,case,geology_type,l2_model_rmse,l2_correlation,l2_data_rmse,unconditional_model_rmse,unconditional_correlation,unconditional_data_rmse,unconditional_uncertainty_error_spearman,unconditional_coverage_68,unconditional_coverage_95,oracle_model_rmse,oracle_correlation,oracle_data_rmse,oracle_uncertainty_error_spearman,oracle_coverage_68,oracle_coverage_95,mixture_model_rmse,mixture_correlation,mixture_data_rmse,mixture_uncertainty_error_spearman,mixture_coverage_68,mixture_coverage_95,l2_runtime_seconds,unconditional_runtime_seconds,oracle_runtime_seconds,mixture_runtime_seconds,unconditional_wins_l2,oracle_wins_l2,mixture_wins_l2,oracle_improves_unconditional,mixture_improves_unconditional,oracle_gain_vs_unconditional,mixture_gain_vs_unconditional,mixture_gain_vs_oracle,unconditional_gain_vs_l2,oracle_gain_vs_l2,mixture_gain_vs_l2,best_method
OOD,24,intrusions,0.30307427048683167,0.462025065627891,0.09385849668469683,0.1639515459537506,0.88023097132206,0.10988440267017895,0.886662522308029,0.66455078125,0.9736328125,0.14100885391235352,0.9056942932473617,0.11426254726833542,0.1282332206044516,0.760498046875,0.8642578125,0.2291976511478424,0.8473818921545687,0.10740414091095181,0.36883605302086636,0.80517578125,0.972412109375,1.5633034706115723,35.87250995635986,35.789522886276245,35.803828954696655,True,True,True,True,False,0.022942692041397095,-0.0652461051940918,-0.08818879723548889,0.13912272453308105,0.16206541657447815,0.07387661933898926,Oracle conditional
OOD,25,dipping_layers,0.6746065616607666,-0.1736811773715785,0.4914085218893809,0.46052172780036926,0.5248606260811932,0.40784231899374,0.6407261372406882,0.529541015625,0.639404296875,0.49955689907073975,0.3431270469995321,0.4542370269578399,0.4116492062029275,0.15625,0.699951171875,0.4375007450580597,0.5843420101112191,0.4562376857249635,0.46085185737537115,0.320068359375,0.628173828125,1.5410685539245605,35.82773685455322,35.88327741622925,35.74025917053223,True,True,True,False,True,-0.03903517127037048,0.02302098274230957,0.062056154012680054,0.21408483386039734,0.17504966259002686,0.2371058166027069,Equal mixture
OOD,26,dipping_layers,0.7007470726966858,-0.2702804388953296,0.11606053323155084,0.6400930285453796,0.08811335110820885,0.17106863753252619,0.02795101839710509,0.420654296875,0.88134765625,0.5916431546211243,0.3372705163971045,0.20271803194749846,0.2267935668395834,0.310302734375,0.706298828125,0.5607452392578125,0.41285291358695825,0.21240371790137813,0.29336136930750706,0.39599609375,0.8037109375,2.024284601211548,35.9197723865509,35.77543830871582,35.8584930896759,True,True,True,True,True,0.04844987392425537,0.07934778928756714,0.030897915363311768,0.06065404415130615,0.10910391807556152,0.1400018334388733,Equal mixture
OOD,27,faulted_layers,0.5201422572135925,0.16212039815450838,0.2358981228756355,0.40148383378982544,0.6635673645225321,0.37980099383401544,0.8498769859964634,0.05810546875,0.387451171875,0.46603283286094666,0.4431575893310065,0.3855683527746262,0.8601946288160572,0.12890625,0.61376953125,0.5381765961647034,0.21217109775677898,0.37327383333690906,0.6639287467615785,0.060791015625,0.560546875,2.054428815841675,35.898197650909424,35.84529399871826,35.80770301818848,True,True,False,False,False,-0.06454899907112122,-0.13669276237487793,-0.07214376330375671,0.11865842342376709,0.054109424352645874,-0.01803433895111084,Unconditional
OOD,28,intrusions,0.11880112439393997,0.15556624118776788,0.005516600210276489,0.1113109365105629,0.3495289687368358,0.025921554809725387,0.8349842346520079,0.9423828125,0.975341796875,0.1198616698384285,0.13091613605039987,0.01667178939486645,0.8034631520129197,0.214599609375,0.911865234375,0.12105223536491394,0.07259007551072562,0.01099078794926145,0.5200923693817217,0.967529296875,0.974853515625,1.6055383682250977,35.87104105949402,35.80519247055054,35.926032304763794,True,False,False,False,False,-0.0085507333278656,-0.009741298854351044,-0.0011905655264854431,0.007490187883377075,-0.0010605454444885254,-0.0022511109709739685,Unconditional
OOD,29,horizontal_layers,0.3466799259185791,0.09794383130985497,0.1739450289210656,0.2563803493976593,0.6742306540470001,0.16666349864221433,0.4545912695388096,0.685302734375,0.949951171875,0.3744071125984192,0.08348416500412183,0.1644271956288911,0.39218947461798026,0.404296875,0.534912109375,0.36671122908592224,0.008402008521160456,0.1815506732462127,0.6889586728353566,0.198974609375,0.703125,1.6500914096832275,35.904897928237915,35.97093415260315,35.81111693382263,True,False,False,False,False,-0.11802676320075989,-0.11033087968826294,0.007695883512496948,0.0902995765209198,-0.027727186679840088,-0.02003130316734314,Unconditional
OOD,30,dipping_layers,0.5905322432518005,0.042180400791957604,0.08082823041066765,0.606200098991394,0.007957940627080738,0.15975420069795973,0.16717195480651342,0.107177734375,0.386962890625,0.5816107392311096,0.14340724211224895,0.1447845989619009,0.43171134329589644,0.108642578125,0.214111328125,0.5968466401100159,0.007721686882694926,0.15429951262102337,0.5316750105374499,0.102783203125,0.477294921875,2.141062021255493,35.962279081344604,35.834237813949585,35.913811922073364,False,True,False,True,True,0.024589359760284424,0.009353458881378174,-0.01523590087890625,-0.015667855739593506,0.008921504020690918,-0.006314396858215332,Oracle conditional
OOD,31,faulted_layers,0.8084943890571594,-0.048414326450872874,0.1419067968014451,0.7849923372268677,-0.10000447986118641,0.16576709147060045,0.14990425999504786,0.173583984375,0.457275390625,0.693011462688446,0.3901703679485222,0.1673833596711255,0.160935377988413,0.50048828125,0.853271484375,0.7451329231262207,0.18108492940636706,0.18160787567884443,0.403221224376662,0.32763671875,0.74072265625,2.085127115249634,35.913352966308594,35.86474585533142,35.864182233810425,True,True,True,True,True,0.09198087453842163,0.03985941410064697,-0.05212146043777466,0.023502051830291748,0.11548292636871338,0.06336146593093872,Oracle conditional
OOD,32,intrusions,0.3462410867214203,0.356536321028979,0.04668882310200864,0.18888434767723083,0.9049477414811393,0.051745541233177726,0.8443821691120591,0.051025390625,0.47119140625,0.19106315076351166,0.8641861906460845,0.05216468409516335,0.932707058742562,0.189453125,0.855712890625,0.282436728477478,0.7634650563735675,0.052061971137880185,0.7311842057232645,0.249267578125,0.87841796875,1.7100780010223389,35.95507049560547,35.82022261619568,35.81826210021973,True,True,True,False,False,-0.0021788030862808228,-0.09355238080024719,-0.09137357771396637,0.15735673904418945,0.15517793595790863,0.06380435824394226,Unconditional
OOD,33,blobs,0.22171543538570404,0.5365834512392116,0.051067263937743065,0.228739395737648,0.5770879856530692,0.09370966016387265,0.4751186397095737,0.5146484375,0.799072265625,0.21142593026161194,0.6554826433119189,0.10119987483014396,0.3900694806030456,0.17626953125,0.47607421875,0.2205200493335724,0.5547675442088165,0.09000043588426,0.1843261048634264,0.6328125,0.852294921875,2.097198486328125,35.92627954483032,35.80670499801636,35.92796754837036,False,True,True,True,True,0.017313465476036072,0.008219346404075623,-0.00909411907196045,-0.00702396035194397,0.010289505124092102,0.0011953860521316528,Oracle conditional
